Name,Category,Area,Organisation,Temporal event,Sub category,Summary,Adress,y,x,Website,Performance pop up_valuable,Performance pop up_threatened,Performance pop up_community,Creative edin pop up_valuable,Creative edin pop up_threatened,Creative edin pop up_community,Sculpture workshop pop up_valuable,Sculpture workshop pop up_risk,Sculpture workshop pop up_vcommunity,W1_T1_valuable,W1_T1_risk,W1_T1_community,W1_T2_valuable,W1_T2_risk,W1_T2_community,W1_T3_valuable,W1_T3_risk,W1_T3_community,W1_T4_valuable,W1_T4_risk,W1_T4_community,W2_T1_valuable,W2_T1_risk,W2_T1_community,W2_T2_valuable,W2_T2_risk,W2_T2_community,W3_valuable,W3_risk,W3_community,Pop uo_NEA_value,Pop uo_NEA_risk,Pop uo_NEA_community,Sum,Value,Risk,Community
South Neighbourhood,Library,,Council,,Library,"Free wifi
Scanner
Disabled access
Car park
Plasma screen
Toilets
Toilets for disabled users
Photocopier
Induction Loop","40 Captain's Road, Edinburgh",55.90308382,-3.15161705,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Queensferry,Library,,Council,,Library,"Free wifi
Scanner
Disabled access
Library Link at Kirkliston Library
Gaming consoles
Induction Loop","9 Shore Road, South Queensferry",55.990993,-3.400156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge,Library,,Council,,Library,"Free wifi
Scanner
Photocopier
Exhibition space
Library Link
Home delivery service for housebound readers",11 Hamilton Place,55.959357,-3.207486,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Wester Hailes,Library,,Council,,Library,"Self-service
Community / meeting rooms for hire (see below)
Free wifi and internet
Scanner
Printing and photocopying
Fax
Photobooth
X-Box & Wii gaming consoles
Parent Information Point- advice & information for parents & carers
Toilets
Toilets for disabled users
Baby-changing
Disabled access
Wheelchairs
Stroller book trolley
Lift to first floor meeting rooms
Induction Loop
Library Link
Home delivery service for housebound readers
Cycle racks",1 West Side Plaza,55.91623807,-3.28500849,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101 Henderson Row,Making,Art,,Arts Festival,Gallery,,101 Henderson Row,55.959801,-3.205695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5595 Gallery,Making,Art,,Arts Festival,Studios and gallery,,"jhone street lane west, eh15 2eg",55.952058,-3.105384,http://gallery5595.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbeyhill Colony of Artists,Making,Art,,,Gallery,"This community organisation, run by volunteers, provides a platform for exhibition to artists in any medium. Creatives who live in, or have a connection to, the Abbeyhill Colonies are welcome to take part.

Our aims are to promote artists’ work, bring the local residents together, nurture the community ethos and care for the long artistic heritage of the area.","Abbeyhill, Colonies, Edinburgh EH8 8DY",55.957911,-3.168035,http://www.colony-of-artists.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
Albion Road Studios,Making,Art,Wasp,,Studios,,"Albion Business Centre, 78 Albion Rd, Edinburgh EH7 5QZ",55.961027,-3.164002,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Art walk projects,Making,Art,,,Producer and curator,"The Art Walk Porty project is an artist-led project run by volunteers, that brings together local audiences and artists celebrating the public space and creative community of Portobello, Edinburgh's Seaside, culminating in an annual festival based around a walk. Our 2018 event worked with 80 artists over 52 locations. It started as a pilot project in 2015.",1/1 Kings Place,55.958157,-3.11881,https://www.artwalkporty.co.uk/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1
Artlink,Making,Art,,,arts and disability organisation,"Artlink is an arts and disability organisation established in 1984. Artlink believes participation in the arts has an important role to play in realising personal and social change. Our aim is to increase opportunities to take part in the arts for those who experience disadvantage or disability in the East of Scotland. We offer practical support so people can get involved and work with venues to increase opportunities to enjoy the arts. Artlink establishes partnerships with artists, venues and organisations to help encourage positive change.",13a Spittal Street,55.946144,-3.203403,https://www.artlinkedinburgh.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0
Arusha Gallery,Making,Art,,Arts Festival,Gallery,,"13A Dundas St, Edinburgh EH3 6QG",55.956481,-3.198569,https://www.arushagallery.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bare Branding,Making,Products & Prototipes,,,Equipment and studios,"The beating heart of Bare Branding is our Bare Hub: a fully-equipped, open access studio space that allows users to produce their own signage, displays, custom imprinted products and many other branded items, all at extremely affordable rates. By paying a studio access fee users gain the use of our studio and one-on-one guidance on how to use the printers and cutters to produce professional results. From custom T-shirts to packaging, labels, posters, stickers and bags to museum-quality signage and displays. Everything is here to make your ideas into reality.","20A Tennant St, Edinburgh EH6 5ND",55.970489,-3.177538,https://www.bare-branding.co.uk,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
Basic Mountain,Making,Multiple,ARI,Arts Festival,Flexible space,"A former 1850's dance studio, dwelling house, and at Fringe 2015 an arts venue that is testing a new model of residency for the festival by offering one company or individual artist the opportunity to locate themselves in Edinburgh for the whole of the festival to test new ideas and develop a programme of work for the city.","1a Hill Street, EH2 3JP",55.953839,-3.201714,http://www.basicmountain.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Beaverhall Art Studios,Making,Art,,,Studios,,"27 Beaverhall Rd, Edinburgh EH7 4JE",55.965686,-3.193189,https://www.facebook.com/BeaverhallStudios/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Birch Tree Gallery,Making,Art,,,Gallery,,"23A Dundas St, Edinburgh EH3 6QQ",55.95704,-3.198909,https://birchtreegallery.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Braewell Gallery,Making,Art,,,Gallery,,"106 Dundas St, Edinburgh EH3 6RQ",55.959111,-3.200587,www.braewellgalleries.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Coburg House Studios,Making,Art,ARI,,Studios,"hub of artists, designers and makers in the heart of Edinburgh's Leith. We also have a on-site Shop and Gallery.","15 Coburg St, Edinburgh EH6 6ET",55.976083,-3.174307,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Collective Gallery,Making,Art,,,Gallery,,"City Observatory, 38 Calton Hill, Edinburgh EH7 5AA",55.955019,-3.183467,https://www.collective-edinburgh.art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Craigmillar Community Arts,Making,Art,,,Gallery and art centre,"website, arts centre with exhibit gallery","58 Newcraighall Rd, Edinburgh EH15 3HS",55.932746,-3.104876,http://craigmillarcommunityarts.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creativeflow - art & well-being space,Making,All,,,Workshops,,"151 London Rd, Edinburgh EH7 6AE",55.955698,-3.152395,https://www.creativeflowart.com/coming-events,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Custom Lane,Making,Design,,Arts Festival,Flexible space,,"1 Customs Wharf, Edinburgh EH6 6AL",55.976733,-3.17045,https://customlane.co,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1
DOK Artists Space,Making,Art,ARI,Arts Festival,Gallery,"DOK is a non-profit contemporary artist run space that offered affordable studio and exhibition space to primarily
Scottish based artists although we also work with visual artists internationally.","The Steel Shed, Ocean Drive, Edinburgh EH6 6JJ",55.982664,-3.175574,https://www.dokartistspace.org,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Dovecot,Making,Art,,Arts Festival,Gallery and studios,,"10 Infirmary St, Edinburgh EH1 1LT",55.948251,-3.184869,https://dovecotstudios.com/about/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0
ECA Tent Gallery,Making,Art,Edinburgh University,Arts Festival,Gallery,,"78 West Port, Edinburgh EH1 2LE",55.946113,-3.200779,https://asnse.wordpress.com/tent/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECA the Fire station,Making,Art,Edinburgh University,Arts Festival,School and gallery,,"76-78 Lauriston Pl, Edinburgh EH3 9DE",55.945193,-3.198942,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Art Fair,Making,Art,,,Gallery,,"10-11 New Market Rd, Edinburgh EH14 1RJ",55.927227,-3.247583,artedinburgh.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Ceramics Workshop,Making,Clay,,,Workshops,Edinburgh ceramics workshop is a teaching pottery and open studio practice space dedicated to providing learning opportunities and practice space for people who are passionate about working with clay.,"152 London Rd, Edinburgh EH7 6AE",55.955652,-3.152048,https://www.edinburghceramicsworkshop.co.uk/our-story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh College of Art,Making,Art,Edinburgh University,Arts Festival,Gallery,,"ECA Main Building and Hunter Building, 74 Lauriston Place, Edinburgh EH3 9DF",55.945627,-3.198543,https://www.eca.ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh contemporary Craft at techbase,Making,Craft,,,Workshops,"Edinburgh Contemporary Crafts provides workshops and studio facilities in the disciplines of ceramics, jewellery, textiles, print and upholstery. As well as giving professionals a place to work, ECC runs a programme of courses which allows the public to access fully-equipped workshops and to be taught crafting skills by professional makers. The main ECC office, as well as the pottery and jewellery departments, are based at Blair Street. Abbeyhill Techbase is home to the weaving, textiles, printmaking, upholstery, dressmaking and machine knitting studios. As well as workshops, ECC offers classes for youth groups, private functions and one-to-one tuition. At ECC you can learn a new skill or hone your techniques to a fine art in comfortable and stimulating surroundings.  ","2 Easter Rd, Edinburgh EH7 5AN",55.956958,-3.172369,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edinburgh Pallete, St Margarette's house",Making,Multiple,Edinburgh Pallete,,Studios,"Today, Edinburgh Palette remains 100% occupied (with a waiting list for space) and houses community arts spaces, a theatre, rehearsal spaces, a cinema room, printmaking studio, ceramics studio & kilns, recording studio, martial arts dojo, library, swap shop, meeting rooms and more than 11000ft2 of gallery space. 200 studios with budding artists, crafters and community organisations.","151 London Rd, Edinburgh EH7 6AE",55.955795,-3.152256,https://www.edinburghpalette.co.uk,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,2,4,1
Edinburgh Printmakers,Making,Art,,,Gallery and studios,,"Castle Mills, 1 Dundee St, Edinburgh EH3 9FP",55.942207,-3.213146,https://edinburghprintmakers.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Edinburgh Printmakers Gallery,Making,Multiple,,Arts Festival,Gallery,"Established in 1967 as the first open access studio in Britain, Edinburgh Printmakers is an organisation dedicated to the practice of fine art printmaking. We are committed to providing high quality, low cost printmaking facilities for artists.","Castle Mills, 1 Dundee Street, EH3 9FP.",55.942203,-3.213117,edinburghprintmakers.co.uk,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
Edinburgh Scrapingstore,Making,Art,,,Materials re-use,,"33 Granton Park Ave, Edinburgh EH5 1HS",55.980718,-3.233412,https://www.edinburghscrapstore.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Edinburgh sculpture workshop,Making,Sculpture,,Arts Festival,Workshops,"Events, Exhibitions, News, Opportunities, Residencies & Education is happening within the Building.","21 Hawthornvale, Edinburgh EH6 4JT",55.978651,-3.190758,https://edinburghsculpture.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Edinburgh Stills Gallery,Making,Art,,Arts Festival,Gallery,,"23 Cockburn St, Edinburgh EH1 1BP",55.950669,-3.190244,www.stills.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Embassy Gallery,Making,Art,,Arts Festival,Gallery,,"10B Broughton St Ln, Edinburgh EH1 3LY",55.957398,-3.187639,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Epoch 8,Making,Art,ARI,,Open space,"Epoch8 Gallery is organised and ran by local art students. We aim to engage the community by creating an inclusive platform that allows us to collaboratively share, create and respond with both artists and audience alike.","4-3 Pennywell Road, EH4 4HA",55.971324,-3.252306,https://epoch8gallery.com/Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Evolution House,Making,All,UoE,Arts Festival ,School,,"78 West Port, Edinburgh EH1 2LE",55.946156,-3.200648,https://www.ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Forest Café,Making,Community arts and café,ARI,Arts Festival,Flexible space,"The Forest is a volunteer-run, collectively-owned, free arts and events project. ","141 Lauriston Place, EH3 9JN",55.943892,-3.20304,https://blog.theforest.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Fruitmarket Gallery,Making,Art,,Arts Festival,Gallery,"Contemporary art gallery, exhibitions, publications and events.","45 Market St, Edinburgh EH1 1DF",55.951305,-3.189457,fruitmarket.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,4,0,1
Full Crate,Making,Art,,,Gallery,,"18-6 Tower St, Edinburgh EH6 7BY",55.977253,-3.167972,https://www.fullcrate.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallery 23,Making,Art,,,Gallery,,"23 Atholl Crescent Edinburgh
EH3 8HQ",55.947664,-3.213075,https://gallery23.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
Granton Hub,Making,All,,,Workshops,,"33 Granton Park Ave, Edinburgh EH5 1HS",55.980449,-3.232624,https://grantonhub.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0
Ingleby,Making,Art,,Arts Festival,Gallery,,"33 Barony St, Edinburgh EH3 6NX",55.95783,-3.191393,https://www.inglebygallery.com,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Institut Français d'Écosse,Making,Art,,Arts Festival,School,,"W Parliament Square, Edinburgh EH1 1RF",55.949367,-3.192192,http://www.ifecosse.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview Room 11 - The Building,Making,Art,ARI,,Studios and gallery,"Founded in 2013, Interview Room 11 is an artist run gallery project. Originally located in Argyle House as a part of the FC+ Studios, we then moved to occupy space in Ocean Terminal, taking on a very different context in a large retail complex. We are currently reconfiguring our exhibition model, moving away from space-based programme towards utilising temporary spaces and digital platforms. IR11 also runs an artist studios, 'The Building', in Muirhouse, Edinburgh.","4-3 Pennywell Road, EH4 4HA",55.971235,-3.251959,http://www.ir11.org.uk/Upcoming-1/The-Building-studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Inverleith House Gallery,Making,Art,,,Gallery,,"Inverleith House, Royal Botanic Garden Edinburgh, Inverleith Row, Edinburgh EH3 5LR",55.965049,-3.210194,https://www.rbge.org.uk/whats-on/inverleith-house/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0
Jupiter Artland,Making,Landart,,"Arts Festival, International festival",Open space,,"Bonnington House Steadings, Wilkieston, Edinburgh EH27 8BY",55.906664,-3.422892,https://www.jupiterartland.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauriston Place,Making,All,UoE,Arts Festival ,School,,Edinburgh EH3 9DE,"55.945583, -3.198464",,https://www.ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Leith school of Art,Making,Art,,,School,,"25 N Jct St, Edinburgh EH6 6HW",55.976067,-3.179782,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leith Walk Police Box,Making,All,,,Pop up space,,"Leith Walk, Edinburgh EH7 4LT",55.961805,-3.18042,http://leithwalkpolicebox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Lyon and Turnbull,Making,Auctioneer,,,Gallery and studios,"Operating since 1826, Lyon & Turnbull are one of the longest established fine art and antiques auction houses in the United Kingdom.","33 Broughton Place, EH1 3RR",55.959113,-3.187459,https://www.lyonandturnbull.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Lyra at Artspace,Making,Art,,Children's Festival,Workshops,,"Artspace, 11 Harewood Rd, Scotland, Edinburgh, Edinburgh EH16 4NT",55.93525,-3.1316,http://www.lyra.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Maritime Lane Collective,Making,Art,,Arts Festival,Gallery,,"Collective, 20 Maritime Ln, Edinburgh EH6 6RY",55.974743,-3.168276,https://www.facebook.com/Maritimelanecollective/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Maritime Lane Collective,Making,Art,,Arts Festival,Gallery,,"Collective, 20 Maritime Ln, Edinburgh EH6 6RY",55.974716,-3.16829,http://www.maritimelanecollective.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meanwhile use in Leith,Making,Art,,,Studios,"This exciting new hub will consist of upcycled shipping containers housing artists’ studios, as well as a number of wooden market stalls to be re-configured by local groups. The community are focusing on activity around Gardening and Growing, Food and Drink, Sports Exercise and Play, Arts and Education, and Social and Small Business Enterprise. The project steering group are planning a launch event once the infrastructure is in place.","165 Leith Walk, Edinburgh EH7 5HN",55.967709,-3.173505,https://www.outoftheblue.org.uk/meanwhile-in-leith/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Miixer,Making,All,,,Upcycling,Make Innovate Incubate eXtend Educate Reuse,"120 Ferry Road, Edinburgh EH6 4SR",55.974593,-3.184654,https://www.miixer.org/zero-leith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Mud Station Pottery Studio,Making,Pottery,,,Studios,,"16 Montrose Terrace, Edinburgh EH7 5DL",55.95659,-3.171731,http://mudstation.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Mutual Artists,Making,Art,ARI,,Studios,"Mutual is an artist-run studio co-operative based in Edinburgh. At the heart of the project lay the co-operative values of mutual aid, self-organisation and solidarity. Our efforts are currently invested in the provision of affordable studio spaces for early career artists. In the near future, we hope to expand our remit to include regular events, sustainable fabrication facilities and community outreach initiatives.","21, Castlebrae Business Centre, 4BB, Peffer Pl, Edinburgh EH16 4BB",55.93469,-3.138132,mutual.coop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
North Edinburgh Arts,Making,multiple,,"Edinburgh Jazz & Blues festival, Children's Festival",Flexible space,,"15A Pennywell Rd, Edinburgh EH4 4TZ",55.971463,-3.253876,northedinburgharts.co.uk,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,12,9,0,3
Old Tolbooth Market,Making,Multiple,,,Flexible space,Experimental community arts and commerce project,"179a Canongate, EH8 8BN",55.951648,-3.180582,http://oldtolboothmarket.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open eye Gallery,Making,Art,,Arts Festival,Gallery,,"34 Abercromby Pl, Edinburgh EH3 6QE",55.956125,-3.198288,https://www.openeyegallery.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Out of the blue Abbeymount studios,Making,Multiple,,,Studios,"It is a multi-disciplinary facility promoting engagement and innovation in craft and design, as well as providing facilities, opportunities and development for professional designer-makers and the community.","2 Easter Rd, Edinburgh EH7 5AN",55.956856,-3.172411,https://ootbabbeymountstudios.org.uk/about/,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Patriothall Studios,Making,Art,Wasp,,Studios & Gallery,,"Patriothall, Edinburgh EH3 5AY",55.958867,-3.206624,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Powderhall Bronze,Making,Sculpture,,,Workshops,,"18/19 West Harbour Road, Edinburgh, EH5 1PN",55.981749,-3.228433,http://www.powderhallbronze.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0
Precious metal,Making,Jewlery,,,Workshops,"facilitates workshop access and bench space for professional jewellers, silversmiths, hobbyists and creative persons in Edinburgh where you are either a maker in residence, member or learner. ","28 Buchanan St, Edinburgh EH6 8RE",55.964191,-3.174497,http://www.preciousmetalsworkshop.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Door Gallery,Making,Art,,,Gallery,"The Red Door Gallery is on the beautiful Victoria Street in Edinburgh’s Old Town, just off the Royal Mile and Grassmarket. Credited with being ‘one of Edinburgh’s most varied and interesting art spaces’, we stock a large selection of art prints from over 100 illustrators (screenprints, giclee and digital prints) sitting alongside designer products, fashion accessories, knitware, unique homewares, jewellery, artist cards and wrap.","42 Victoria Street,  EH1 2JW",55.948566,-3.194467,https://www.edinburghart.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Rhubaba,Making,Art,ARI,Arts Festival,Studios and gallery,Rhubaba Gallery and Studios is an artist-run organisation in Edinburgh that provides studio space for currently twenty-one artists and practitioners across fifteen studios alongside an annual programme of exhibitions and events. ,"25 Arthur St, Edinburgh EH6 5DA",55.964976,-3.177721,http://www.rhubaba.org,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0
Royal Edinburgh Hospital Artlink glasshouses,Making,Art,,,Programme,,"Glasshouses, Royal Edinburgh Hospital, Morningside Terrace, EH10 5HF",55.927811,-3.213111,https://artlinkhospital.art/category/royal-edinburgh-hospital/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Scottish Arts Club,Making,Art,,Arts Festival,Studios and gallery,,"24 Rutland Square, Edinburgh EH1 2BW",55.948668,-3.209571,https://www.scottishartsclub.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Design Exchange,Making,Art,,,Stores,"Exciting stores in Edinburgh and Glasgow which sell an extraordinary range of beautiful art and design
products all made in Scotland. Every penny you spend goes directly to those (300 and
growing) hard-working local artists, designers and creators – some work in living-rooms or
kitchens, some in small or shared studio spaces. (See some of their extraordinary tales on
our blog page) They want to create. We want them to earn a good living for their creativity.","Unit 33, First Floor, Ocean Terminal, Ocean Drive, Edinburgh EH6 6JJ",55.981803,-3.175526,https://www.scottishdesignexchange.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
